,CUSTOMER_SK,NumProducts,DistinctProducts,Revenue,TotalNoOfVisits,Recency,AvgSpend,CITY_NM,CUSTOMER_TYPE_CD,ckm$cluster
375,21232652,493,93,1941.71978,27,137,71.91554741,CALGARY,A,3
376,21273617,1521,59,1941.63828,18,134,107.8687933,BEAVER BAN,A,4
377,59489003,517,271,1940.91958,36,1,53.91443278,HALIFAX,A,4
378,22964956,650,281,1936.13953,30,138,64.53798433,DARTMOUTH,A,4
379,59041668,691,320,1934.81986,242,1,7.995123388,HALIFAX,A,5
380,20947933,468,282,1932.35975,30,136,64.41199167,BURLINGTON,A,4
381,20755175,671,178,1931.01992,34,135,56.79470353,HALIFAX,A,4
382,21127061,542,284,1930.14972,47,137,41.06701532,HALIFAX,A,4
383,62512800,542,159,1928.53975,44,2,43.83044886,LONDON,A,6
384,22301205,559,277,1926.15977,18,138,107.0088761,HALIFAX,A,1
385,22114381,526,195,1923.5196,34,134,56.57410588,HALIFAX,A,3
386,22985887,438,240,1921.79963,23,147,83.55650565,HALIFAX,A,1
387,62339574,482,281,1916.36963,87,3,22.02723713,HALIFAX,A,5
388,21432110,539,296,1916.24965,31,134,61.81450484,HALIFAX,A,4
389,35076749,591,218,1910.26981,43,135,44.4248793,HALIFAX,A,4
390,58833257,491,281,1909.06978,18,5,106.0594322,HALIFAX,A,4
391,58741080,550,294,1906.10989,25,4,76.2443956,HALIFAX,A,4
392,58895440,576,237,1905.4597,37,4,51.49891081,HALIFAX,A,4
393,63944816,710,395,1902.26988,77,1,24.70480364,HALIFAX,A,5
394,60228583,599,358,1899.3999,52,2,36.52692115,SYDNEY,A,4
395,21688941,519,261,1897.3897,26,144,72.97652692,HALIFAX,A,4
396,28172236,524,271,1896.65959,43,136,44.10836256,HALIFAX,A,4
397,20783969,508,262,1895.84979,15,138,126.389986,HALIFAX,A,1
398,58313027,698,171,1894.87989,36,2,52.6355525,HALIFAX,A,4
399,59026928,692,371,1891.80988,76,1,24.89223526,HALIFAX,A,5
400,64151004,439,197,1890.23946,24,1,78.7599775,HALIFAX,A,6
401,59772586,660,127,1887.77952,70,1,26.96827886,HALIFAX,A,5
402,21699909,585,244,1886.6699,81,136,23.29222099,HALIFAX,A,5
403,21384489,528,147,1884.8998,39,136,48.3307641,HALIFAX,A,3
404,58614163,730,299,1883.70981,43,2,43.80720488,HALIFAX,A,4
405,59809290,555,300,1880.23993,66,2,28.48848379,HALIFAX,A,5
406,22615697,595,320,1880.1499,52,135,36.15672885,HALIFAX,A,4
407,37383984,613,305,1879.90985,64,137,29.37359141,GLEN HAVEN,A,4
408,59567850,580,269,1879.7699,67,1,28.05626716,HALIFAX,A,5
409,58755459,418,195,1879.25961,25,14,75.1703844,HALIFAX,A,6
410,58730772,524,316,1878.14964,23,4,81.65868,HALIFAX,A,4
411,53130748,594,364,1877.8198,32,2,58.68186875,HALIFAX,A,4
412,58232219,555,221,1875.88953,72,1,26.05402125,HALIFAX,A,5
413,60299979,453,232,1872.5397,42,1,44.58427857,HALIFAX,A,6
414,60997170,481,254,1872.23974,42,3,44.57713667,HALIFAX,A,6
415,21429920,632,342,1871.36994,93,134,20.12225742,HALIFAX,A,5
416,40174216,508,166,1869.31977,47,134,39.77276106,HALIFAX,A,3
417,51843234,511,239,1868.17963,34,135,54.94645971,HALIFAX,A,4
418,21167621,546,348,1867.49974,33,136,56.59090121,HALIFAX,A,4
419,58910528,494,176,1866.00983,55,2,33.92745145,HALIFAX,A,6
420,21270530,558,303,1865.79991,22,136,84.80908682,HALIFAX,A,4
421,61807629,506,205,1865.32964,32,5,58.29155125,HALIFAX,A,6
422,20732494,566,279,1864.92978,31,137,60.15902516,FREDERICTO,A,4
423,31919946,572,153,1864.67968,40,144,46.616992,HALIFAX,A,3
424,61872196,451,263,1864.60964,24,3,77.69206833,HALIFAX,A,4
425,58890024,531,266,1861.3797,27,5,68.93998889,HALIFAX,A,4
426,28310674,718,232,1856.41987,63,134,29.46698206,HALIFAX,A,4
427,62520084,435,215,1854.3098,87,1,21.31390575,HALIFAX,A,5
428,59012917,553,243,1853.75978,74,4,25.05080784,HALIFAX,A,5
429,52997126,642,374,1852.48991,107,136,17.31298981,HALIFAX,A,5
430,22752008,775,241,1851.8399,103,134,17.97902816,HALIFAX,A,5
431,59744561,593,314,1851.65983,58,1,31.92516948,HALIFAX,A,4
432,22114746,503,317,1848.20986,24,139,77.00874417,HALIFAX,A,4
433,60007125,628,163,1846.56987,150,2,12.3104658,HALIFAX,A,5
434,61453445,651,197,1846.35973,25,2,73.8543892,,A,4
435,22185191,550,172,1846.00982,37,136,49.8921573,HERRING CO,A,3
436,59810692,646,245,1844.92978,44,7,41.93022227,DARTMOUTH,A,4
437,38875516,553,233,1844.33974,23,137,80.18868435,HALIFAX,A,1
438,52884223,592,262,1843.69997,28,142,65.8464275,TORONTO,A,4
439,58647934,592,278,1843.43975,28,3,65.83713393,HALIFAX,A,4
440,58639014,572,311,1843.27984,33,3,55.85696485,HALIFAX,A,4
441,39425711,504,286,1840.24975,77,135,23.8993474,HALIFAX,A,5
442,21329954,411,244,1839.08971,22,135,83.59498682,HALIFAX,A,1
443,22211615,521,193,1836.27957,39,136,47.08409154,HALIFAX,A,3
444,59019400,516,289,1834.25981,85,1,21.57952718,HALIFAX,A,5
445,39354169,540,241,1832.73978,32,136,57.27311813,HALIFAX,A,4
446,59502896,572,215,1831.4796,21,2,87.21331429,HALIFAX,A,4
447,41531987,491,339,1830.36974,51,3,35.88960275,TIMBERLEA,A,4
448,41509991,504,260,1829.9599,17,142,107.6447,HALIFAX,A,1
449,22287890,814,216,1826.83988,88,134,20.75954409,HALIFAX,A,5
450,62341505,370,126,1826.4596,16,2,114.153725,HALIFAX,A,1
451,58705512,657,358,1826.2898,87,1,20.99183678,HALIFAX,A,5
452,31746197,620,305,1826.19989,55,134,33.20363436,HALIFAX,A,4
453,23742520,598,361,1826.0798,25,137,73.043192,TRURO,A,4
454,52624918,535,344,1824.15987,60,134,30.4026645,HALIFAX,A,4
455,60416191,518,255,1823.71982,53,3,34.40980792,HALIFAX,A,6
456,39349752,579,308,1823.18986,39,137,46.74845795,NORTH RIVE,A,4
457,61824154,546,240,1817.47995,91,1,19.97230714,HALIFAX,A,5
458,20982798,578,324,1816.89984,47,136,38.6574434,HALIFAX,A,4
459,59501737,651,219,1816.80975,90,1,20.186775,HALIFAX,A,5
460,60351280,511,148,1814.64974,23,2,78.89781478,DARTMOUTH,A,6
461,52035302,529,268,1812.71978,24,136,75.52999083,HALIFAX,A,4
462,22451401,444,221,1809.24959,25,134,72.3699836,HALIFAX,A,3
463,21625134,704,242,1806.14969,50,136,36.1229938,HALIFAX,A,4
464,21630636,469,194,1805.89964,50,134,36.1179928,WILLIAMSWO,A,3
465,59567719,518,147,1805.13962,81,3,22.28567432,HALIFAX,A,5
466,22286346,512,253,1804.97993,20,140,90.2489965,HALIFAX,A,1
467,21567503,521,224,1804.78987,17,139,106.16411,HALIFAX,A,1
468,39357989,629,265,1802.30992,30,18,60.07699733,HALIFAX,A,4
469,52628986,409,228,1799.48977,49,135,36.72428102,HALIFAX,A,3
470,42476412,778,444,1798.77993,85,4,21.16211682,NORTH RIVE,A,5
471,59507113,558,277,1798.55986,38,7,47.33052263,HALIFAX,A,4
472,21164677,500,230,1798.40961,39,134,46.11306692,HALIFAX,A,3
473,22566147,586,125,1796.86969,55,134,32.670358,HALIFAX,A,3
474,36784251,441,276,1795.53974,76,1,23.62552289,HALIFAX,A,5
475,23748375,439,201,1794.96953,18,136,99.72052944,HALIFAX,A,1
476,58987912,510,227,1794.17984,20,2,89.708992,HALIFAX,A,6
477,20842848,497,287,1790.15975,19,139,94.21893421,HALIFAX,A,1
478,63109943,389,115,1788.63951,45,1,39.74754467,HALIFAX,A,6
479,34927053,773,101,1788.30854,83,137,21.54588602,LAKE LOON,A,5
480,21439778,530,365,1788.11976,19,137,94.11156632,HALIFAX,A,4
481,35071976,405,240,1787.67974,11,147,162.51634,HALIFAX,A,1
482,61045242,707,141,1785.92987,70,1,25.51328386,,A,5
483,20949611,431,199,1785.11962,38,143,46.97683211,HALIFAX,A,3
484,58807562,557,196,1777.84976,27,2,65.84628741,HALIFAX,A,6
485,61290435,568,308,1777.43984,57,3,31.18315509,NEW WATERF,A,4
486,58639229,555,251,1777.41974,72,1,24.68638528,HALIFAX,A,5
487,51841511,511,305,1776.77987,48,137,37.01624729,HALIFAX,A,4
488,58642440,481,274,1776.26978,31,1,57.29902516,HALIFAX,A,4
489,59441963,667,272,1773.89992,95,1,18.67263074,HALIFAX,A,5
490,61814650,681,309,1772.41977,71,2,24.96365873,HALIFAX,A,5
491,36512592,418,237,1769.93966,32,134,55.31061438,HALIFAX,A,3
492,61755919,486,193,1767.17967,96,1,18.40812156,PARRSBORO,A,5
493,51084146,559,330,1765.65977,73,146,24.18712014,PORT PERRY,A,5
494,20921783,508,231,1765.00977,15,135,117.667318,HALIFAX,A,1
495,37125526,497,87,1764.92982,40,149,44.1232455,HALIFAX,A,3
496,59788688,566,267,1764.32983,56,1,31.50588982,HALIFAX,A,4
497,51389472,515,236,1763.99004,30,137,58.799668,CHILLIWACK,A,3
498,28741424,496,259,1762.38969,27,134,65.27369222,DARTMOUTH,A,4
499,59428846,613,266,1762.32985,35,2,50.35228143,HALIFAX,A,4
500,58789962,381,225,1760.59957,31,1,56.79353452,HALIFAX,A,6
501,39652421,407,158,1757.30945,19,3,92.48997105,HALIFAX,A,6
502,60816995,473,254,1756.27982,53,1,33.13735509,HALIFAX,A,6
503,22844597,473,168,1755.48955,31,137,56.62869516,HALIFAX,A,3
504,26306410,468,304,1754.70965,15,135,116.9806433,HALIFAX,A,1
505,58338197,522,250,1754.34974,19,5,92.33419684,HALIFAX,A,4
506,62676750,474,249,1753.45977,105,4,16.69961686,PORT MORIE,A,5
507,58638337,563,291,1753.15971,50,2,35.0631942,HALIFAX,A,4
508,58839759,492,239,1751.78957,42,4,41.70927548,HALIFAX,A,6
509,22301194,573,327,1750.26989,27,134,64.82481074,HALIFAX,A,4
510,22609804,541,274,1748.9197,36,134,48.58110278,HALIFAX,A,4
511,60575842,440,104,1747.56997,35,1,49.93057057,HALIFAX,A,6
512,58294441,501,274,1747.01975,31,3,56.35547581,FREDERICTO,A,4
513,39000445,472,195,1746.69989,13,137,134.36153,HALIFAX,A,1
514,58383341,506,262,1746.22975,20,11,87.3114875,SOURIS,A,4
515,60943606,427,200,1743.81956,20,1,87.190978,HALIFAX,A,6
516,21381706,462,241,1743.62972,25,134,69.7451888,HALIFAX,A,3
517,21440894,452,275,1743.0398,20,140,87.15199,HALIFAX,A,1
518,21603050,593,244,1742.85986,63,135,27.66444222,HALIFAX,A,4
519,20900176,426,211,1742.63965,32,138,54.45748906,HALIFAX,A,3
520,58265434,488,254,1741.50967,9,5,193.5010744,HALIFAX,A,1
521,22340716,416,167,1738.11951,39,136,44.56716692,HALIFAX,A,3
522,60071794,480,274,1737.67963,35,2,49.64798943,DARTMOUTH,A,6
523,37380276,564,253,1737.12998,81,134,21.44604914,HALIFAX,A,5
524,61787691,459,252,1736.93983,43,6,40.39394953,HALIFAX,A,6
525,62335036,542,236,1736.81998,18,1,96.48999889,HALIFAX,A,1
526,28859647,507,165,1735.02946,45,142,38.55621022,HALIFAX,A,3
527,29934093,489,212,1733.45956,62,135,27.95902516,HALIFAX,A,3
528,58814824,563,252,1732.03977,41,2,42.24487244,HALIFAX,A,4
529,62617371,465,236,1731.9199,39,4,44.40820256,HALIFAX,A,6
530,39631791,454,236,1731.79966,53,137,32.67546528,HALIFAX,A,3
531,59568271,475,153,1731.44963,75,3,23.08599507,HALIFAX,A,5
532,21598434,508,194,1730.98966,19,138,91.10471895,HALIFAX,A,1
533,59919127,456,270,1728.80967,69,3,25.05521261,HALIFAX,A,5
534,58810237,479,193,1728.09982,53,3,32.60565698,HALIFAX,A,6
535,40121353,472,167,1727.8098,15,143,115.18732,HALIFAX,A,1
536,22595068,402,115,1727.59954,21,134,82.26664476,HALIFAX,A,1
537,34919532,558,356,1727.52986,47,134,36.75595447,HALIFAX,A,4
538,39650200,444,261,1724.43974,41,151,42.05950585,ROCKWOOD,A,3
539,58892513,518,204,1721.11979,41,1,41.97853146,HUBLEY,A,6
540,37731962,528,186,1720.8698,38,10,45.28604737,HAMMONDS P,A,6
541,62355275,458,222,1718.24974,29,6,59.24999103,HALIFAX,A,6
542,20811625,460,215,1716.65971,16,134,107.2912319,HALIFAX,A,1
543,64804208,568,291,1714.85997,35,7,48.99599914,EAST YORK,A,4
544,40045752,593,283,1711.94991,51,134,33.56764529,HALIFAX,A,4
545,59567676,566,199,1708.35993,131,1,13.0409155,HALIFAX,A,5
546,23179654,566,290,1707.53994,44,138,38.80772591,SYDNEY,A,4
547,60523385,585,123,1706.76981,84,3,20.31868821,DARTMOUTH,A,5
548,60996390,616,249,1706.33981,60,3,28.43899683,HALIFAX,A,5
549,60641227,519,267,1705.70985,70,2,24.36728357,HALIFAX,A,5
550,60553551,448,250,1705.05972,26,3,65.57922,DARTMOUTH,A,6
551,21151391,612,301,1703.6799,32,135,53.23999688,HALIFAX,A,4
552,59579360,481,206,1702.55993,23,5,74.02434478,HALIFAX,A,6
553,22760111,460,185,1700.84979,29,134,58.64999276,HALIFAX,A,3
554,34816717,639,159,1700.66979,23,144,73.94216478,,A,3
555,59804783,546,288,1700.05981,37,1,45.94756243,HALIFAX,A,4
556,37062722,618,253,1696.51973,205,134,8.275706,PERTH-ANDO,A,5
557,58279511,548,303,1693.59984,60,2,28.226664,HALIFAX,A,5
558,22185178,395,207,1693.40969,14,138,120.957835,PORTUGUESE,A,1
559,21637630,633,321,1692.76995,207,135,8.177632608,HALIFAX,A,5
560,21458111,523,237,1691.9797,33,134,51.27211212,HALIFAX,A,3
561,23654583,520,181,1691.4498,43,145,39.33604186,ARICHAT,A,3
562,21352079,455,193,1690.27981,28,138,60.36713607,HALIFAX,A,3
563,21567516,563,238,1689.27963,66,134,25.59514591,PORTUGUESE,A,3
564,61349461,421,168,1687.90979,39,2,43.27973821,HALIFAX,A,6
565,25221181,456,263,1686.95979,52,134,32.44153442,FREDERICTO,A,3
566,29354169,398,230,1685.92974,37,135,45.56566865,HALIFAX,A,3
567,21702815,482,264,1683.14969,100,134,16.8314969,HALIFAX,A,5
568,58642220,517,246,1682.75964,39,3,43.14768308,HALIFAX,A,6
569,20887638,454,201,1678.2097,25,137,67.128388,HALIFAX,A,3
570,58470022,519,281,1677.91978,43,1,39.02139023,HALIFAX,A,4
571,21607650,471,240,1673.22969,45,134,37.182882,HALIFAX,A,3
572,21355393,461,183,1673.15974,43,138,38.91069163,HALIFAX,A,3
573,23642931,508,290,1672.9897,17,144,98.41115882,DARTMOUTH,A,1
574,59489017,497,223,1669.51997,33,4,50.59151424,HALIFAX,A,6
575,61018459,414,181,1669.34975,22,4,75.87953409,HALIFAX,A,6
576,53661108,427,168,1668.00939,30,134,55.600313,HALIFAX,A,3
577,22338510,501,236,1667.51984,45,134,37.05599644,HALIFAX,A,3
578,59693562,412,197,1667.36963,26,3,64.12960115,HALIFAX,A,6
579,39537548,430,190,1666.31972,35,135,47.60913486,HALIFAX,A,3
580,58907175,432,254,1663.1497,14,3,118.7964071,HALIFAX,A,1
581,59984689,595,320,1663.05987,55,1,30.23745218,HALIFAX,A,4
582,52620857,465,247,1660.1398,14,150,118.5814143,HALIFAX,A,1
583,59583005,435,158,1659.67986,55,1,30.17599745,HALIFAX,A,6
584,62384714,467,254,1657.95987,21,2,78.95047,HALIFAX,A,6
585,52236260,412,198,1656.71966,37,140,44.77620703,,A,3
586,58681017,551,265,1656.25959,53,12,31.25018094,HALIFAX,A,4
587,20784457,451,257,1655.85972,22,137,75.26635091,HALIFAX,A,1
588,60484817,496,221,1651.45976,19,7,86.91893474,HALIFAX,A,6
589,58397685,541,207,1648.49993,40,4,41.21249825,HALIFAX,A,6
590,59427771,490,297,1648.2297,30,1,54.94099,HALIFAX,A,4
591,59425861,577,332,1647.61996,71,3,23.20591493,HALIFAX,A,5
592,59506837,420,243,1645.03971,39,1,42.18050538,HALIFAX,A,6
593,37058303,519,289,1644.99988,17,134,96.76469882,HALIFAX,A,1
594,60331500,569,207,1643.90978,55,2,29.88926873,HALIFAX,A,6
595,52233098,438,241,1641.33982,95,139,17.27726126,,A,5
596,59977416,345,212,1639.64949,17,9,96.44997,FALL RIVER,A,1
597,40042656,633,263,1637.80978,189,138,8.665660211,HALIFAX,A,5
598,58842600,431,229,1637.7697,76,24,21.54960132,HALIFAX,A,5
599,64453353,476,202,1636.69985,87,2,18.81264195,WALTON,A,5
600,60484819,393,229,1636.05965,53,5,30.86905,HALIFAX,A,6
601,58369756,507,249,1635.83,66,1,24.78530303,HALIFAX,A,5
602,39449903,433,270,1633.86978,56,134,29.17624607,HALIFAX,A,3
603,22111568,524,334,1632.40989,61,135,26.76081787,HALIFAX,A,4
604,36038182,514,336,1629.65989,57,17,28.59052439,ST. JOHN'S,A,4
605,58473493,373,222,1628.99965,27,5,60.33332037,BURLINGTON,A,6
606,23604268,475,153,1628.79983,52,134,31.32307365,HALIFAX,A,3
607,25407622,472,228,1628.45976,45,138,36.18799467,DARTMOUTH,A,3
608,63035305,448,229,1628.08997,32,23,50.87781156,CHILLIWACK,A,6
609,39536181,600,328,1627.83988,31,135,52.51096387,HALIFAX,A,4
610,59431868,572,230,1625.72988,45,4,36.12733067,HALIFAX,A,6
611,64492018,406,172,1624.06972,44,3,36.91067545,HALIFAX,A,6
612,22308266,435,202,1623.4297,40,134,40.5857425,HALIFAX,A,3
613,20821005,536,256,1621.83992,23,137,70.51477913,HALIFAX,A,4
614,21328881,402,217,1621.47973,9,139,180.1644144,HALIFAX,A,1
615,60415522,420,171,1619.87985,49,3,33.05877245,HALIFAX,A,6
616,23444328,507,263,1619.37982,50,136,32.3875964,DARTMOUTH,A,3
617,59637196,506,302,1619.36975,70,2,23.13385357,HALIFAX,A,5
618,61153326,608,254,1612.45982,66,2,24.43120939,HALIFAX,A,5
619,58240520,413,277,1611.29981,43,1,37.4720886,ROTHESAY,A,6
620,51902158,454,280,1610.71978,27,135,59.65628815,HALIFAX,A,3
621,58316607,418,230,1610.5698,34,1,47.3697,HALIFAX,A,6
622,61315883,480,213,1609.17983,25,3,64.3671932,HALIFAX,A,6
623,60408874,506,220,1608.28994,35,3,45.95114114,HALIFAX,A,6
624,21566188,473,215,1605.26988,18,135,89.18166,HALIFAX,A,1
625,39551566,523,322,1605.13994,19,154,84.48104947,HALIFAX,A,4
626,59741274,470,257,1603.07984,35,1,45.80228114,HALIFAX,A,6
627,58910197,409,258,1602.85971,17,1,94.28586529,HALIFAX,A,1
628,39446850,574,385,1601.36988,44,134,36.39477,DIGBY,A,4
629,21619883,647,306,1600.88985,58,134,27.60154914,HALIFAX,A,4
630,61695877,463,223,1599.11972,41,1,39.00292,HALIFAX,A,6
631,38975879,573,294,1598.4799,54,135,29.60147963,HALIFAX,A,4
632,60412658,507,243,1597.87971,49,4,32.60979,DARTMOUTH,A,6
633,23792066,637,275,1596.65987,33,140,48.38363242,HALIFAX,A,4
634,39355141,413,214,1594.65976,35,139,45.56170743,HALIFAX,A,3
635,31682231,481,243,1594.32993,26,137,61.32038192,HALIFAX,A,3
636,59608231,469,240,1593.69972,70,4,22.76713886,HALIFAX,A,5
637,53388441,529,277,1592.90996,20,140,79.645498,HALIFAX,A,1
638,58441451,437,249,1590.82976,21,10,75.7537981,HALIFAX,A,6
639,21436695,414,279,1590.45971,23,140,69.15042217,HALIFAX,A,3
640,60675071,529,259,1589.86987,39,1,40.7658941,HALIFAX,A,6
641,59026983,583,271,1587.19984,82,1,19.35609561,HALIFAX,A,5
642,59599910,464,288,1586.80986,59,1,26.89508237,HALIFAX,A,6
643,22114221,446,246,1586.12972,34,134,46.65087412,HALIFAX,A,3
644,22386928,476,277,1585.31983,36,134,44.03666194,HALIFAX,A,3
645,21619819,585,314,1584.84991,38,143,41.70657658,HALIFAX,A,4
646,21454149,391,200,1584.29971,46,135,34.44129804,HALIFAX,A,3
647,59088980,481,234,1581.07971,96,4,16.46958031,HALIFAX,A,5
648,21389700,512,308,1580.09986,30,135,52.66999533,HALIFAX,A,4
649,20794099,526,244,1579.12983,60,136,26.3188305,HALIFAX,A,3
650,37054837,543,249,1578.98999,16,137,98.68687438,HALIFAX,A,1
651,40131507,397,171,1577.61982,8,140,197.2024775,HALIFAX,A,1
652,23617181,442,183,1577.28977,19,136,83.01525105,HALIFAX,A,1
653,25954236,438,189,1575.07985,19,147,82.89893947,HALIFAX,A,1
654,61771396,547,260,1573.81976,48,2,32.78791167,HALIFAX,A,6
655,58907705,599,200,1572.66976,42,3,37.4445181,HALIFAX,A,6
656,39454404,436,258,1571.37986,49,1,32.06897673,WEST VANCO,A,6
657,39943819,401,189,1570.84985,14,146,112.2035607,HALIFAX,A,1
658,62472245,493,238,1570.20987,40,1,39.25524675,HALIFAX,A,6
659,27958910,593,160,1569.57993,63,137,24.91396714,,A,3
660,40171874,381,227,1568.73976,32,9,49.0231175,HALIFAX,A,6
661,21233363,472,301,1568.68989,32,134,49.02155906,STELLARTON,A,4
662,61039843,476,276,1565.52983,38,3,41.19815342,HALIFAX,A,6
663,58989233,535,270,1562.61988,51,1,30.63960549,HALIFAX,A,6
664,58470154,431,158,1561.76981,28,2,55.77749321,HALIFAX,A,6
665,61152879,482,231,1560.6397,67,1,23.29312985,HALIFAX,A,5
666,61766591,515,228,1559.99987,77,3,20.25973857,HALIFAX,A,5
667,59971310,532,252,1558.59995,18,4,86.58888611,HALIFAX,A,4
668,37351319,437,248,1556.75981,64,134,24.32437203,HALIFAX,A,3
669,21157851,407,214,1556.64968,16,149,97.290605,HALIFAX,A,1
670,59499673,440,303,1554.56986,21,5,74.02713619,MCGRATHS C,A,4
671,58433544,389,224,1554.13973,30,11,51.80465767,HALIFAX,A,6
672,22300456,600,149,1553.60958,42,137,36.99070429,HALIFAX,A,3
673,23740691,496,240,1551.71991,21,135,73.89142429,HALIFAX,A,1
674,21591648,384,207,1551.55976,33,134,47.01696242,HALIFAX,A,3
675,61900823,396,206,1551.45966,30,2,51.715322,HALIFAX,A,6
676,59428151,467,173,1549.83987,72,2,21.52555375,HALIFAX,A,6
677,62368000,432,179,1549.02973,44,1,35.20522114,HALIFAX,A,6
678,59501317,354,146,1547.79955,17,3,91.04703235,HALIFAX,A,6
679,64738530,426,197,1545.54985,54,2,28.62129352,HALIFAX,A,6
680,39655640,505,257,1545.32991,47,148,32.87935979,HALIFAX,A,3
681,62705967,472,253,1543.74988,25,10,61.7499952,HALIFAX,A,6
682,23325520,615,417,1542.12989,51,134,30.23784098,HALIFAX,A,4
683,21629635,423,170,1539.74971,21,136,73.32141476,HALIFAX,A,3
684,22301303,555,164,1539.00979,28,136,54.96463536,WOLFVILLE,A,3
685,22117533,519,257,1538.0198,196,134,7.847039795,HAMMONDS P,A,5
686,59609425,533,185,1535.73999,38,3,40.41421026,HALIFAX,A,6
687,36876754,389,204,1535.60962,15,136,102.3739747,SAMBRO CRE,A,1
688,53242007,475,281,1535.32981,25,138,61.4131924,HALIFAX,A,3
689,58883904,454,201,1535.1699,125,1,12.2813592,LOWER SACK,A,5
690,59578262,473,244,1533.71985,20,10,76.6859925,HALIFAX,A,6
691,61814485,536,356,1533.65978,116,4,13.221205,HALIFAX,A,5
692,51676274,351,212,1532.76982,19,146,80.67209579,HALIFAX,A,1
693,59081023,436,243,1532.44983,18,5,85.13610167,HALIFAX,A,6
694,20872162,395,239,1530.87961,27,143,56.69924481,HALIFAX,A,3
695,66145523,469,289,1529.90987,24,7,63.74624458,HALIFAX,A,6
696,22305510,674,287,1528.84997,52,134,29.40096096,HALIFAX,A,4
697,35110054,456,179,1528.04971,74,6,20.64932041,HALIFAX,A,5
698,22437962,490,263,1527.01982,29,135,52.65585586,HALIFAX,A,3
699,23644288,373,196,1526.49968,17,185,89.79409882,HALIFAX,A,1
700,21634517,503,333,1525.67995,14,143,108.9771393,HALIFAX,A,1
701,22848973,509,234,1524.81965,33,135,46.20665606,SCOTSBURN,A,3
702,34462715,414,225,1524.70972,24,135,63.52957167,HALIFAX,A,3
703,37363943,564,229,1523.60991,81,134,18.80999889,HALIFAX,A,5
704,39357794,400,216,1523.20986,21,135,72.53380286,HALIFAX,A,3
705,37146688,399,263,1521.77977,22,135,69.17180773,MOUNT UNIA,A,3
706,60625676,590,217,1521.71991,73,5,20.84547822,HALIFAX,A,5
707,37048073,521,259,1521.5299,58,134,26.23327414,HALIFAX,A,3
708,53543082,469,177,1520.95991,62,136,24.53161145,,A,3
709,58323501,353,195,1520.3798,45,2,33.78621778,HALIFAX,A,6
710,29939439,419,265,1520.09981,24,134,63.33749208,DARTMOUTH,A,3
711,59583072,695,295,1520.05995,140,1,10.85757107,HALIFAX,A,5
712,64016105,456,237,1519.88987,52,2,29.22865135,HALIFAX,A,6
713,40170289,513,299,1519.53987,54,144,28.13962722,HALIFAX,A,3
714,36799049,347,207,1518.59982,36,134,42.18332833,HALIFAX,A,3
715,60693794,371,99,1518.46963,17,3,89.32174294,HALIFAX,A,6
716,58652978,443,304,1517.41978,27,3,56.20073259,HALIFAX,A,6
717,61051451,372,110,1516.64988,66,2,22.97954364,HALIFAX,A,6
718,58792496,566,349,1516.25986,40,3,37.9064965,HALIFAX,A,4
719,37465404,428,151,1515.59957,47,135,32.24679936,HALIFAX,A,3
720,60194995,415,306,1515.38983,35,51,43.29685229,SYDNEY,A,4
721,39649112,475,212,1514.97994,17,140,89.11646706,HALIFAX,A,1
722,58889706,399,208,1514.60962,20,4,75.730481,HALIFAX,A,6
723,59427895,555,178,1513.30999,53,1,28.55301868,HALIFAX,A,6
724,59427751,521,210,1513.17984,89,3,17.00202067,HALIFAX,A,5
725,40167736,404,186,1512.45975,26,147,58.17152885,HALIFAX,A,3
726,39557811,379,200,1511.85963,28,135,53.99498679,HALIFAX,A,3
727,58657951,525,263,1511.42989,82,3,18.43207183,HALIFAX,A,5
728,59427712,590,285,1511.03994,246,1,6.14243878,HALIFAX,A,5
729,37727303,475,288,1510.24994,19,135,79.48683895,HALIFAX,A,1
730,22762599,429,207,1508.3598,26,134,58.01383846,HALIFAX,A,3
731,33415240,415,277,1507.8998,26,146,57.99614615,HALIFAX,A,3
732,60553788,480,213,1507.74983,16,27,94.23436438,HALIFAX,A,1
733,59506824,495,177,1507.40964,54,7,27.91499333,HALIFAX,A,6
734,21173357,465,242,1506.98977,64,136,23.54671516,HALIFAX,A,3
735,52639074,351,154,1505.8095,17,141,88.57702941,MONTREAL,A,1
736,36794922,528,207,1505.47989,38,136,39.61789184,HALIFAX,A,3
737,51929097,384,216,1505.20986,17,135,88.54175647,HALIFAX,A,1
738,63648191,441,248,1504.59979,26,14,57.86922269,HALIFAX,A,6
739,60636849,493,279,1502.78985,33,10,45.53908636,HALIFAX,A,6
740,61151213,436,133,1502.15969,41,2,36.63804122,HALIFAX,A,6
741,46670865,495,301,1501.36993,25,141,60.0547972,,A,4
742,64971794,619,357,1499.40997,47,2,31.90233979,HALIFAX,A,4
743,61351776,441,265,1498.84991,48,1,31.22603979,HALIFAX,A,6
744,61188805,554,302,1496.78985,98,1,15.27336582,HALIFAX,A,5
745,59581595,672,254,1495.27998,56,4,26.70142821,HALIFAX,A,5
746,59564458,367,242,1494.78985,24,1,62.28291042,HALIFAX,A,6
747,58890202,543,228,1494.55983,77,2,19.40986792,HALIFAX,A,5
748,59017019,490,256,1494.05982,49,2,30.49101673,HALIFAX,A,6
749,21325967,519,287,1494.0198,60,138,24.90033,LOWER SACK,A,3
750,39529839,560,206,1493.49977,42,138,35.55951833,HALIFAX,A,3
