ITEM_SK,TotalRevenue,TransactionCount,CustomerCount,AvgPrice,Category,Department,ItemDesc
11698905,4740.21744,728,351,4.877644365,Pork,Meat,Pork Back 
11746132,4718.01,1596,741,2.842716437,Eggs,Dairy,MaritPri O
14071334,4706.31,1375,690,3.284461426,Chips,Grocery,Tostitos D
11606574,4704.78994,1150,670,3.664007544,Apple And P,Produce,Comp Apple
11679234,4703.99918,904,35,3.831522745,Lottery Sal,Lottery,Scratch QP
15164983,4699.33983,678,395,6.764289819,Paper,Grocery,Royale Bat
11630312,4688.7598,1231,679,3.532065621,Cooking Veg,Produce,Corn On Co
11746133,4681.08999,1577,768,2.945060586,Eggs,Dairy,MaritPri E
13797793,4647.31991,1258,451,3.56822432,Other Fruit,Produce,Pineapple 
11741856,4643.01995,2034,1048,2.262686157,Cooking Veg,Produce,Green Cabb
14388098,4598.45913,770,334,5.25408383,Chicken,Meat,Sensatns C
11654387,4574.04937,697,366,5.763878128,Smoked / Sa,Seafood,StMarys Sm
14383206,4573.39,2337,1144,1.951622203,Potatoes,Produce,Boiling Po
11615002,4559.49996,2881,1264,1.461343235,Salad Items,Produce,Bean Sprou
11743943,4558.61996,959,353,4.69105316,Bistro,Home Meal Re,3Pc Crispy
11696721,4554.89982,836,373,5.397668161,Other Fruit,Produce,Del Monte 
11646126,4524.99989,1000,319,4.380734768,Sandwich / ,Home Meal Re,Chicken Ca
12928446,4496.78999,942,398,4.325697548,Pickles-Ant,Deli,Sabra Humm
12807633,4491.20999,1193,550,3.495313196,Bread Produ,Commercial B,Dempster B
11741918,4480.70994,1066,599,4.142215803,Cooking Veg,Produce,Cauliflowe
11749549,4475.49814,593,344,6.07156647,Chicken,Meat,Chicken Th
12506365,4462.87979,1981,900,1.535974018,Fruit And D,Grocery,Graves Jui
12719231,4458.56988,560,295,7.908099415,Apple And P,Produce,Comp Honey
11742721,4432.88951,870,411,4.981402858,Deli Meats-,Deli,Bros Mild 
15080720,4430.43977,799,443,5.231733544,Dairy Chees,Dairy,BlkDiamd C
11746247,4422.97999,1627,637,2.685760935,Milk Produc,Dairy,Farmers 18
11601443,4421.36985,984,560,4.383787201,Potatoes,Produce,Eco-Spuds 
11639535,4421.17998,1140,644,3.73112964,Potatoes,Produce,Comp Potat
13043424,4414.56999,1026,399,4.237787515,Muffins,Instore Bake,Muffin Hig
11732181,4413.93992,1079,385,3.744165868,Eggs,Dairy,Delong Egg
12889459,4412.30995,1546,607,2.478345209,Bread Produ,Commercial B,Pita Brd L
12787020,4410.27929,685,230,5.881117945,Organic And,Dairy,CompOrg Eg
11698053,4408.03816,603,364,6.9350194,Pork,Meat,Pork Loin 
11742236,4394.61,2560,1010,1.735644585,Garlic Onio,Produce,White Onio
11697159,4389.21639,439,158,9.698291241,Organic &Na,Grocery,Just Us It
11708570,4388.32999,1915,732,2.001872053,Packaged Go,Seafood,Comp Imita
11740841,4385.15965,938,466,4.774523721,Other Fruit,Produce,Black Seed
11667865,4379.39939,607,299,6.504461846,Horticultur,Floral,Bouquet Mi
11750878,4373.01999,783,510,5.546991031,Baking,Grocery,RobinHd Fl
12819975,4362.58971,841,392,4.519313392,Yogurt,Dairy,Danone Oik
11842626,4358.13972,1275,476,2.704635699,Bread Produ,Commercial B,Signal Bre
15065937,4338.61983,782,469,5.266308514,Dairy Chees,Dairy,BlkDiamd C
13778462,4338.11,1541,523,2.651241066,Salads,Home Meal Re,Side Garde
13789564,4332.08,1491,489,2.829066488,Salads,Home Meal Re,Side Salad
15057148,4313.81993,947,448,4.165382696,Frozen Dess,Frozen Groce,Comp Whole
11839867,4305.49995,1353,532,3.039378689,Buns And Ro,Instore Bake,Gourmet Ka
14388197,4257.62675,475,236,8.506583088,Chicken,Meat,Sensatns C
12785613,4252.07909,873,339,2.999657727,Eggs,Dairy,CompBal Eg
14027227,4249.68996,1330,784,2.926510019,Tomatoes,Produce,Grape Toma
15107687,4246.86,1053,605,3.885327635,Potatoes,Produce,Boiling Po
11704057,4238.77991,1053,627,3.356907456,Other Fruit,Produce,High Bush 
12734565,4237.48972,892,298,4.617760708,Party Trays,Deli,Mini Mexic
11653168,4233.26,3200,1501,1.22833646,Garlic Onio,Produce,Garlic Fre
11600491,4231.96999,1360,670,2.999889623,Organic Pro,Produce,Organic Ca
11686438,4218.21995,1028,460,3.85953306,Yogurt,Dairy,DanonAct Y
11738361,4216.83819,586,272,6.746974543,Beef,Meat,SS Top Srl
11688840,4190.40994,530,211,7.849830132,Sushi,Seafood,Chefs Spec
11753063,4165.9794,1014,368,2.895660269,Other Froze,Frozen Groce,Bagged Ice
11745187,4155.5398,744,295,5.463441018,Bistro,Home Meal Re,Vegetable 
13798064,4152.49964,690,251,5.919564794,Other Fruit,Produce,Mixed Frui
11743304,4150.22999,1747,544,2.340441764,Bistro,Home Meal Re,Crispy Tat
14196408,4146.58994,896,372,4.504204471,Refrigerate,Produce,Comp Baby 
12860218,4143.47911,528,245,6.947710993,Water,Grocery,Aquafina W
11639439,4141.49997,1055,583,3.831801194,Potatoes,Produce,Comp Potat
11605030,4135.38996,1611,883,2.583117558,Apple And P,Produce,Gala Apple
11954857,4122.37993,897,413,4.22222096,Frozen Dess,Frozen Groce,Comp Mango
14362773,4116.84999,1733,431,2.089947946,Soft Drinks,Grocery,Coke Class
13797908,4106.08999,1023,350,3.742752769,Other Fruit,Produce,Melon Stra
11634177,4100.51,845,293,4.646184834,Bistro,Home Meal Re,Breaded Co
12734559,4099.67843,928,341,4.316507895,Party Trays,Deli,Celebratio
11633644,4091.17961,779,403,4.721698716,Deli Meats-,Deli,Comp XLean
11743330,4084.92752,602,193,6.761959301,Bistro,Home Meal Re,6Pc Crispy
11703947,4077.22981,906,396,4.548706692,Salad Items,Produce,Lettuce Ch
14410881,4069.19958,673,279,5.732192161,Yogurt,Dairy,Liberte Gr
11635881,4059.45994,834,397,4.473101496,Processed,Meat,Butterbl T
11749553,4057.80849,612,379,5.281932989,Chicken,Meat,Chicken Dr
12858020,4039.8399,1028,387,3.658480983,Soft Drinks,Grocery,CocaCola C
11820781,4029.76783,485,314,7.95021709,Beef,Meat,Beef Stir 
12721707,4028.94989,621,295,6.449317121,Spreads And,Grocery,Nutella Sp
11634183,4025.66629,414,148,9.698219223,Bistro,Home Meal Re,Breaded Co
13797904,4015.85997,1036,369,3.804763499,Other Fruit,Produce,Pineapple 
14856715,4013.98988,642,377,5.928213473,Dairy Chees,Dairy,CrackBar M
14246997,4012.98924,634,231,5.496223095,Chicken,Meat,MapleLea M
15107685,4002.4,988,527,3.938942308,Potatoes,Produce,Mashing Po
11696755,3992.28999,1023,437,3.842551317,Other Fruit,Produce,Del Monte 
15145965,3989.2963,421,218,8.528992374,Chicken,Meat,Sens Bnls 
11695591,3986.18997,771,427,5.067179475,Butter And ,Dairy,Becel Marg
11727535,3983.10999,1362,652,2.66672667,Refrigerate,Produce,Comp Brocc
11666588,3978.94991,740,429,4.787996343,Spreads And,Grocery,Kraft Pean
15107683,3974.50999,990,567,3.91702465,Potatoes,Produce,Baking Pot
12788455,3964.10999,1629,962,2.2388923,Organic Pro,Produce,CompOrg Ca
12231805,3947.78998,1018,496,3.670616185,Dairy Chees,Dairy,Comp Ched 
14410882,3943.58945,644,277,5.650015132,Yogurt,Dairy,Liberte Gr
11600530,3939.64988,830,528,4.264121389,Other Fruit,Produce,Strawberri
11603748,3926.54986,845,324,4.411285941,Milk Produc,Dairy,Scotsbrn 1
11746122,3925.28988,959,407,3.843152485,Eggs,Dairy,MaritPri E
11681161,3923.40995,1351,694,2.646669954,Bread Produ,Commercial B,Ben's Hamb
11752719,3915.36989,1287,324,2.120839796,Soft Drinks,Grocery,CocaCola D
13881131,3914.11749,447,237,8.473044631,Fin-Fish Fr,Seafood,Atlantic S
11744852,3910.50986,1341,701,2.579638544,Bread Produ,Commercial B,Bens Premi
11653998,3909.89989,664,320,5.757183652,Refrigerate,Dairy,SmplyOrn J
11749354,3905.20991,901,577,3.758652806,Potatoes,Produce,PEI Potato
11742786,3892.03999,2861,1355,1.363184395,Cooking Veg,Produce,Turnip
11658144,3891.43997,1080,527,3.28034908,Chips,Grocery,Tostitos M
11842759,3888.73961,568,267,6.491639877,Deli Meats-,Deli,MapleLea T
15673352,3882.99614,406,209,9.246706738,Chicken,Meat,Sens Bnls 
12493825,3878.64967,699,263,4.811246214,Organic And,Dairy,Liberte Yo
12218996,3877.54967,578,290,6.362533385,Processed,Meat,Larsen Wie
11750182,3875.40975,755,394,5.143178678,Other Fruit,Produce,Red Globe 
11606551,3874.96,804,474,4.072675384,Apple And P,Produce,Comp Apple
11743317,3874.54,973,381,3.92709147,Bistro,Home Meal Re,Crispy Tat
11606412,3870.26957,668,391,4.859667408,Household O,Grocery,BagEarth F
11648792,3868.67944,610,229,5.894010459,Sandwich / ,Home Meal Re,Sandwich L
11668189,3865.00979,822,428,4.456360389,Processed,Meat,Comp Mild 
13008898,3857.50973,1078,323,3.575891228,Bistro,Home Meal Re,Crispy Chi
11823150,3849.99615,387,11,9.441549,Lottery Sal,Lottery,Scratch EP
11666106,3841.1494,446,284,8.48198382,Oil,Grocery,Bertolli O
11742226,3840.75998,2207,1134,1.766387468,Garlic Onio,Produce,Spanish On
11744126,3836.43998,833,384,4.349815475,Pickles-Ant,Deli,SumFresh H
13904245,3830.78,1506,367,2.543546241,Magazines A,Books & Maga,Chronicle 
11697155,3819.36681,384,158,9.709722832,Organic &Na,Grocery,Just Us Fr
11823783,3810.80999,826,396,4.348715148,Pickles-Ant,Deli,Sabra Humm
14315946,3787.55961,1546,569,1.384250553,Organic &Na,Grocery,ClifBar Wh
11633466,3786.749,433,243,8.448181242,Hot Beverag,Grocery,MaxHouse C
13798062,3779.56985,885,339,4.097967492,Cooking Veg,Produce,Bell Peppe
11737695,3776.55996,1139,475,3.245231388,Salads,Home Meal Re,Comp Potat
11693256,3774.99978,825,336,4.37941807,Deli Cheese,Deli,Cheese App
11894373,3774.29999,803,337,4.467281468,Tomatoes,Produce,Sunset Cam
12889460,3773.10997,1386,573,2.479617048,Bread Produ,Commercial B,Pita Brd L
13778460,3764.02999,1408,501,2.599495737,Salads,Home Meal Re,Side Caesa
11636950,3761.97989,604,245,6.135546284,Refrigerate,Dairy,Tropican J
12741451,3761.31997,472,201,7.953970244,Sushi,Seafood,NewWorld D
11670825,3752.98916,659,334,3.11660754,Canned and ,Grocery,ClovLeaf T
11872780,3752.35992,759,362,4.493947076,Alternative,Instore Bake,Comp Torti
12785669,3750.01998,1246,529,2.722970253,Organic Pro,Produce,Comp Mushr
11658147,3745.31998,1017,537,3.251456272,Chips,Grocery,Tostitos S
11746289,3736.92,1532,488,2.28,Milk Produc,Dairy,Scotsbrn 2
13019940,3731.38999,1354,403,2.257013372,Bistro,Home Meal Re,Mini Chick
15065935,3728.95991,665,377,5.472157904,Dairy Chees,Dairy,BlkDiamd C
13999722,3728.05976,609,406,5.902011518,Paper,Grocery,Spontowl U
11698925,3722.29969,922,448,3.368725875,Pork,Meat,Pork Loin 
13881110,3722.08999,966,442,3.748136234,Organic &Na,Grocery,QuePasa To
11746295,3720.96,1498,520,2.28,Milk Produc,Dairy,Scotsbrn M
11739434,3715.49995,830,498,4.383309042,Mushrooms,Produce,Comp Mushr
11735355,3708.93999,807,397,4.56730898,Cooking Veg,Produce,Bunch Leek
12861735,3708.86996,1039,297,3.4044926,Bistro,Home Meal Re,Crispy Chi
11746194,3701.33994,1017,474,3.446915992,Butter And ,Dairy,Scotsbrn B
11732861,3696.30996,1258,538,2.593391001,Packaged Go,Seafood,Seabest Cr
11742606,3695.90865,545,271,6.614486908,Fin-Fish Fr,Seafood,Atl Salm P
11703843,3692.32992,527,303,6.956818971,Pasta,Grocery,Kraft Chs 
12857904,3689.63984,597,275,6.002830691,Yogurt,Dairy,DanonAct Y
11692493,3682.86975,1550,262,1.270210228,Soft Drinks,Grocery,Big8 Cola 
14071333,3678.03999,1081,572,3.270861907,Chips,Grocery,Tostitos D
11620838,3674.52994,890,486,3.915710515,Cooking Veg,Produce,Comp Green
11659754,3672.66989,1021,488,2.921073871,Bread Produ,Commercial B,Bens Sandw
14066844,3658.69921,516,197,6.64352923,Chicken,Meat,Mina Chick
11741059,3653.86995,1049,562,2.735026998,Other Fruit,Produce,Raspberrie
13767671,3646.32999,1284,372,2.252540982,Bistro,Home Meal Re,Mini Chick
11635063,3643.6498,485,170,7.313346901,Sandwich / ,Home Meal Re,Deli Mixed
14417263,3640.05816,380,161,8.857609914,Boxed Seafo,Seafood,CompJO Pie
11744907,3632.50984,749,395,4.732999827,Cooking Veg,Produce,Spaghetti 
11823786,3623.79997,803,381,4.2102283,Pickles-Ant,Deli,Sabra Humm
11674083,3617.01754,436,193,7.393362999,Chicken,Meat,Prime Chic
11645958,3614.52995,1094,344,3.077933441,Sandwich / ,Home Meal Re,Sandwich C
12787456,3613.01996,750,290,4.475300384,Refrigerate,Produce,Sensatns S
12932341,3610.80678,374,167,8.583982308,Service Cas,Meat,SterlSil S
14405312,3605.14,742,309,4.691366712,Other Fruit,Produce,DelMonte G
15221625,3603.1899,1067,578,2.554041332,Cookies,Grocery,Leclerc Ce
11727614,3602.24989,941,418,3.491081524,Cooking Veg,Produce,Comp Snap 
11699918,3589.13999,891,345,3.953550551,Cookies,Instore Bake,Ch/Chip Co
11746302,3581.35998,781,332,4.422556543,Milk Produc,Dairy,Scotsbrn 1
14066848,3574.89826,470,172,7.029727287,Chicken,Meat,Mina Chick
11703689,3569.37951,742,449,3.472037602,Dairy Chees,Dairy,Philly Cre
11645956,3568.57,1085,370,3.216629732,Sandwich / ,Home Meal Re,Sandwich E
11742703,3567.04938,532,203,6.598077108,Deli Meats-,Deli,Bros Hot P
15016567,3566.03991,604,356,5.814361459,Dairy Chees,Dairy,Comp Chees
11741072,3563.85,1033,406,3.250766246,Salted Snac,Grocery,SmartFd Po
11638489,3561.84991,590,227,5.968053124,Pastry Coun,Pastry,Cheesecake
11619162,3560.29959,463,212,7.26384628,Pet,Grocery,Purina Max
11604867,3557.21999,1411,550,2.225986297,Salad Items,Produce,Comp Basil
12518569,3551.98985,1565,723,3.522907651,,,UNKNOWN PR
11951732,3545.99996,423,218,8.456913828,Bulk Food,Bulk,Comp Almon
11954856,3542.18994,773,396,4.196683912,Frozen Dess,Frozen Groce,Comp Cntry
14106215,3539.33976,553,244,6.171802085,Deli Meats-,Deli,Blk&Whit P
14509229,3531.09998,1048,425,3.209358847,Chips,Grocery,Doritos Tr
14197620,3526.16964,600,326,5.44910379,Processed,Meat,Olymel Bac
12516262,3525.80998,721,330,4.553596848,Yogurt,Dairy,Danone Oik
11700428,3518.7775,393,211,8.902741781,Mollusk Fre,Seafood,Fresh Scal
11740976,3517.08998,813,527,3.398128073,Other Fruit,Produce,Blueberrie
11664997,3511.43,1196,303,2.858511706,Sandwich / ,Home Meal Re,Dagwood Sa
11742550,3508.71849,455,216,7.522868604,Fin-Fish Fr,Seafood,Atl Salmon
11740756,3507.13,2842,631,1.058019732,Water,Grocery,Big8 Sprin
12222161,3502.59974,568,300,5.949823101,Dairy Chees,Dairy,Comp Ched 
14388089,3500.13958,672,288,4.599192508,Chicken,Meat,Sensatns C
11664523,3491.19714,396,213,8.633073769,Horticultur,Floral,Celebratio
12878999,3485.55986,722,366,4.397097135,Other Deli,Deli,Babybel Mi
11735126,3473.5798,1493,600,1.407058839,Organic &Na,Grocery,ClfBarLu C
11743069,3472.48964,568,205,5.78690739,Sandwich / ,Home Meal Re,Lobster Sa
11872776,3469.89995,751,323,4.439023506,Alternative,Instore Bake,Comp Torti
14369157,3460.39,1189,330,2.247817761,Bistro,Home Meal Re,Mini Chick
11746234,3453.33959,590,127,5.486122139,Milk Produc,Dairy,Farmers Mi
13865048,3450.13994,841,484,3.803516947,Other Fruit,Produce,Blueberrie
11600422,3445.85989,624,387,5.419951446,Other Fruit,Produce,Peaches Ba
11741780,3445.74998,2543,1265,1.365462738,Cooking Veg,Produce,Green Bean
11742192,3443.5696,1309,513,1.420617068,Organic &Na,Grocery,Clifbar Ch
12187229,3436.59995,879,401,3.730989744,Tomatoes,Produce,Tom Gourme
11659746,3434.67992,1058,444,2.52186096,Bread Produ,Commercial B,Bens Smart
11702685,3427.93791,401,242,8.502526203,Pork,Meat,Pork Rib C
11654394,3424.34966,559,272,5.393659209,Smoked / Sa,Seafood,StMarys Sm
11599256,3419.99992,724,314,4.410073631,Processed,Meat,Butterbl B
11741217,3418.83991,1269,598,1.310062474,Citrus,Produce,Red Grapef
11698097,3410.0898,916,438,3.354657789,Pork,Meat,Pork Rib C
11746228,3404.11926,554,147,5.481345963,Milk Produc,Dairy,Farmers Mi
11942634,3402.95982,646,335,5.099927399,Organic Pro,Produce,Organic Gr
11695594,3398.32,940,436,3.479765458,Butter And ,Dairy,Becel Marg
11700024,3393.95999,1132,450,2.93832891,Pastries,Instore Bake,Iced Pinwh
12932823,3392.52774,386,221,7.953440576,Beef,Meat,S/S Inside
12932827,3391.96967,569,255,5.743549684,Beef,Meat,SterlSil E
11616699,3387.73954,600,252,5.636540917,Deli Meats-,Deli,Sens Rst T
11942007,3386.92761,432,161,7.421514948,,,UNKNOWN PR
11742920,3380.5499,710,325,4.467087394,Deli Cheese,Deli,Farmers Ol
11842327,3378.18669,372,215,8.919310249,Beef,Meat,Sirloin Ex
11654601,3365.62984,655,314,4.817226344,Deli Meats-,Deli,Comp Montr
15284448,3365.219,481,182,5.888957401,Yogurt,Dairy,Danone Oik
11748962,3359.51712,336,185,9.875547107,Spreads And,Grocery,Cosm&Whd H
14340230,3358.73926,527,233,5.554784507,Chicken,Meat,BlueGse Bn
11735778,3355.28999,1284,565,2.632059741,Other Fruit,Produce,Tree Ripe 
11972276,3353.95982,682,237,4.732848627,Other Fruit,Produce,Mixed Melo
11683667,3351.90946,675,277,3.420976174,Eggs,Dairy,BurnBFrm S
11731713,3347.69958,660,265,4.298806035,Organic And,Dairy,Liberte Yo
14941604,3345.96998,934,488,3.305445752,Bread Produ,Commercial B,Dempster B
11617940,3336.96998,2709,1084,0.942798684,Chocolate,Grocery,Nestle Kit
12787839,3333.38996,955,462,3.320907901,Refrigerate,Dairy,Sensatns J
11703593,3330.72998,885,373,3.526161952,Chips,Grocery,MissVick S
11714016,3329.99667,337,185,9.837303596,Internation,Grocery,Deepak Bas
11842629,3329.29999,1048,380,2.711556827,Bread Produ,Commercial B,Signal Bre
12516261,3326.89989,665,347,4.511217992,Yogurt,Dairy,Danone Oik
15043137,3319.96998,904,386,3.469098293,Processed,Meat,Sunrise Bo
11746230,3317.26999,1943,700,1.62967509,Milk Produc,Dairy,Farmers Mi
15092892,3309.35728,357,115,9.069161583,Cooked Meal,Home Meal Re,Pork Side 
11671427,3303.86999,1180,703,2.71989813,Sugar,Grocery,Redpath Br
12776882,3302.63953,1360,507,1.416758025,Organic &Na,Grocery,Clif Bar C
11632407,3298.09999,749,369,4.28854472,Refrigerate,Dairy,Simply Ora
15164885,3297.47995,429,221,7.685790235,Paper,Grocery,Spontowl U
11669497,3295.38998,854,461,3.572101868,Bread Produ,Commercial B,Demp Torti
14941602,3294.00997,876,381,3.487147205,Bread Produ,Commercial B,Dempster B
11675026,3285.31783,359,203,8.753903359,Fin Fish Fr,Seafood,Haddock Fi
11602709,3284.43963,698,296,4.710157063,Deli Meats-,Deli,Comp Montr
13797805,3283.08,838,345,3.852136038,Cooking Veg,Produce,Mixed Vegg
12493869,3279.85962,555,264,5.284624343,Processed,Meat,MapleLea B
14506606,3279.84988,641,406,3.884547521,Processed,Meat,Smithfld B
13043422,3279.67995,729,204,4.233086058,Muffins,Instore Bake,Muffins Cr
11832845,3276.73969,718,359,4.020440853,Fin-Fish Fr,Seafood,Atl Salmon
13789509,3274.8799,623,245,5.179887379,Cooking Veg,Produce,Salad Baby
11616697,3274.49956,595,243,5.512625522,Deli Meats-,Deli,Sens Rst T
11741962,3266.19999,2042,1029,0.420586783,Cooking Veg,Produce,Yellow Cor
11749819,3264.17948,885,492,3.018532544,Bread Produ,Commercial B,Holsum Hot
11746123,3263.26997,756,354,4.192308484,Eggs,Dairy,MaritPri O
14861836,3262.75996,1199,622,2.666460443,Salad Items,Produce,Iceberg Le
13902069,3262.12992,526,193,6.125722357,Salads,Home Meal Re,Small Chic
14502892,3261.24971,692,384,4.110672787,Frozen Pizz,Frozen Groce,Delissio P
14109105,3260.24998,668,369,4.762862857,Cooking Veg,Produce,Cauliflowe
11609331,3256.84998,1088,484,2.803710861,Mushrooms,Produce,Comp Mini 
14333565,3252.9998,1177,18,0.998149566,Lottery Sal,Lottery,Breakopen 
14346808,3246.70995,2478,1052,0.97073022,GM,General Merc,Sobeys Bet
14905342,3246.47998,696,287,4.442459164,Refrigerate,Produce,EatSmart S
11658141,3244.93994,917,460,3.256382806,Chips,Grocery,Tostitos R
11686808,3244.61998,1022,458,2.967025435,Eggs,Dairy,Comp Eggs 
11746252,3244.09999,1330,739,2.335389055,Milk Produc,Dairy,Farmers So
11643927,3241.7499,1110,323,2.770890431,Cooked Meal,Home Meal Re,Macaroni C
11687939,3239.50989,560,254,5.676523714,Deli Cheese,Deli,Holmestead
11753870,3239.42999,1324,521,2.187512615,Soft Drinks,Grocery,CanadDry G
11832854,3232.58741,404,179,7.313207686,Fresh Crust,Seafood,Market Lob
13797795,3229.26996,1159,367,2.636562309,Other Fruit,Produce,Cantaloupe
11823784,3225.06997,711,294,4.268370826,Pickles-Ant,Deli,Sabra Humm
14878485,3217.79987,707,391,4.137004191,Dairy Chees,Dairy,Kraft Sing
14101793,3212.78973,451,184,6.820672284,Deli Cheese,Deli,Baldersn C
11638490,3207.80993,538,194,5.894318401,Pastry Coun,Pastry,Cheesecake
11609337,3204.29998,1078,481,2.808161555,Mushrooms,Produce,Comp Slice
11741268,3191.01999,880,378,3.531666663,Pastry Coun,Pastry,Banana Loa
13902580,3190.28998,924,479,3.27133369,Paper,Grocery,Spontowl G
11666585,3188.83985,590,364,4.921059991,Spreads And,Grocery,Kraft Pean
11972260,3186.96985,732,221,3.966372058,Other Fruit,Produce,Fruit Yogu
11740752,3183.14996,667,382,4.416307715,Apple And P,Produce,Cortland A
11601482,3182.50994,892,470,2.987760223,Other Fruit,Produce,Blackberri
11606570,3179.36999,681,354,4.575616097,Apple And P,Produce,Comp Apple
11745211,3177.45994,335,130,9.395402896,Bistro,Home Meal Re,Shoreline 
11635291,3173.77993,443,253,5.833179012,Paper,Grocery,Cashmere D
14332420,3173.48695,357,138,8.134615566,Chicken,Meat,Mina Chick
14101795,3168.1599,394,176,7.914111548,Deli Cheese,Deli,Baldersn C
11673143,3165.86981,534,162,5.766884972,Milk Produc,Dairy,Scotsbrn H
11742190,3159.25971,1305,470,1.464226642,Organic &Na,Grocery,ClifBar Cr
14899958,3159.09998,980,461,2.981712628,Chips,Grocery,Lays Chips
11600522,3158.43989,731,403,4.15696006,Other Fruit,Produce,Strawberri
11636457,3158.36,1100,244,2.733461538,Sandwich / ,Home Meal Re,Deli Mixed
13902587,3157.00995,872,458,3.063408206,Paper,Grocery,Spontowl U
14472122,3153.0799,652,162,4.275919048,Organic &Na,Grocery,GTS Kombuc
11669494,3152.58996,769,369,3.602057081,Bread Produ,Commercial B,Dempster T
11638741,3151.07999,833,430,3.749667863,Refrigerate,Produce,San Marino
11625370,3148.80999,1884,594,1.605252793,Milk Produc,Dairy,Farmers 1%
15253068,3148.08998,852,370,3.378131604,Chips,Grocery,Ruffles Po
11668184,3146.98984,661,339,4.574772935,Processed,Meat,Comp Hot  
11664753,3145.94778,362,158,8.635214917,HMR Chicken,Home Meal Re,GourmMin M
15016570,3145.73992,532,299,5.814398426,Dairy Chees,Dairy,Comp Chees
14543023,3143.8499,560,259,5.403499911,Frozen Pizz,Frozen Groce,Delissio R
15075612,3139.99686,314,203,9.936295796,Paper,Grocery,Majesta Ba
12148130,3131.06996,968,434,2.975940073,Refrigerate,Dairy,MinMaid Or
11745487,3125.01999,726,294,3.801645972,Bread Produ,Commercial B,Sunmaid Br
14941603,3124.9,835,403,3.401125749,Bread Produ,Commercial B,Dempster B
11685428,3124.68991,531,292,5.434385581,Spreads And,Grocery,Kraft Pean
11751556,3113.26972,507,285,5.923819591,Household O,Grocery,Eco Man Sm
12827506,3104.89976,717,260,3.721354647,Yogurt,Dairy,Danone Oik
14345311,3103.64996,876,387,3.421397466,Breads,Instore Bake,Artisan Ba
11744851,3101.13995,1073,560,2.623668833,Bread Produ,Commercial B,Bens Premi
11753853,3096.02989,1118,289,2.083954053,Soft Drinks,Grocery,Pepsi Diet
14492863,3090.90999,909,475,3.045701173,Bagel,Instore Bake,Bens Bagel
11985424,3084.8598,437,194,6.858519989,Dry Produce,Produce,Wonderful 
11657012,3081.31991,580,196,5.235034405,Bistro,Home Meal Re,Grab&Go 3p
11746298,3080.28,1282,420,2.28,Milk Produc,Dairy,Scotsbrn M
14249657,3079.63991,739,380,3.496480946,Cereal,Grocery,Quaker HC 
12787164,3069.99693,309,180,9.46870682,Shell Fish ,Seafood,Sensatns X
11645960,3063.63,981,281,2.996316327,Sandwich / ,Home Meal Re,Sandwich T
12787254,3062.23997,827,370,3.442639213,Alternative,Instore Bake,Sensatns N
12231004,3060.70966,478,270,6.194828726,Dairy Chees,Dairy,Comp Chedd
11632675,3055.78997,695,377,4.327383341,Refrigerate,Dairy,Simply Ora
12787878,3053.08993,851,393,3.305255478,Refrigerate,Dairy,Sensatns J
13797782,3052.60999,806,331,3.654596768,Cooking Veg,Produce,Omelette/P
11741424,3049.61999,1317,646,2.35279069,Apple And P,Produce,D'Anjou Pe
11779472,3048.16993,833,349,3.459915838,Eggs,Dairy,Bayview Ec
11703221,3047.89924,635,231,2.900454871,Pork,Meat,Pork Feet
11603111,3046.99992,843,23,2.994623633,Lottery Sal,Lottery,Scratch EP
12252854,3046.28982,677,237,3.858579804,Organic And,Dairy,AlmdFrsh B
11699190,3045.53998,1053,506,2.628362101,Bread Produ,Commercial B,Comp Engli
14388095,3040.75734,308,213,9.349372998,Chicken,Meat,Sensatns V
11828129,3040.03985,647,311,4.009555733,Mollusk Fre,Seafood,MsslKing L
12148121,3039.84711,319,172,9.232464753,Horticultur,Floral,Phalaenops
11683854,3035.02999,587,316,5.07689948,Butter And ,Dairy,Becel Marg
11701218,3030.28993,1025,381,2.691713801,Buns And Ro,Instore Bake,Soft Dinne
11696638,3020.57949,517,142,5.249747631,Milk Produc,Dairy,Natrel Ski
13870738,3018.17885,494,233,5.264812815,Beef,Meat,SterlSil T
11699074,3017.1899,815,349,3.189100944,Pork,Meat,Pork Stir 
12820704,3014.49958,470,222,5.652507239,Soft Drinks,Grocery,Pepsi Diet
15253061,3014.05,871,395,3.353724138,Chips,Grocery,Ruffles Al
12932829,3013.2497,644,308,4.147308234,Beef,Meat,Eye Of Rou
14316004,3011.34754,310,200,9.408352678,Shell Fish ,Seafood,Atl Cdn Sc
11614058,3005.14984,612,343,4.654711565,Organic Pro,Produce,Organic St
11634184,3003.94,680,217,4.37980826,Bistro,Home Meal Re,Breaded Co
15007552,2998.65998,1010,444,2.743636958,Refrigerate,Produce,FreshExp 5
13788511,2997.07969,725,353,3.971868222,Bulk Food,Bulk,My Own Sen
12218998,2992.37968,453,247,6.16985219,Processed,Meat,Larsen Wie
11722719,2986.29998,1180,586,1.965307907,Canned Vege,Grocery,Primo Blac
11743332,2983.61737,360,138,8.269129206,Bistro,Home Meal Re,10Pc Crisp
13797902,2981.07994,512,232,5.77543046,Other Fruit,Produce,Pineapple 
11741146,2980.86966,499,319,6.06997542,Other Fruit,Produce,Red Seedle
13035032,2977.04997,299,122,9.93976505,Sushi,Seafood,Dynasty Pl
